"paraphrase_id","itemid","paraphrase_count","paraphrase","paraphrase_date","issue_id"
"2083","891","6","He felt that this dialog sample proves as well - 
there is functionality that might come into our cvs you want - and its murder for 
you to back port it. However, if dialogs 
will take you 2 weeks to do - and its in our system - and if it takes two weeks 
to get cvs head to give you proper functionality, then there was no issue 
as the work could be done in GNUe's CVS directly and 
you are in sync - /me isnt saying thats the case - but you have to look at such trade 
offs. Federico said that getting the papo CVS in sync with GNUe's would 
take much longer than two weeks - Marcos had played 
catch up for quite a while in nov/dec, and he never got anywhere near the head 
branch. Derek felt that the only way to re-sync was 
to check out our cvs - then add the functionality to 
it thats missing and submit as patches - one patch per functionality - not a giant 
patch - a. that will minimize amount of wait time you would incur from us - b. that 
ensures our cvs does what you need - in the mean time stop adding stuff to your 
cvs. Federico said that the Problem is, as I 
understand it, that if we do that, our stuff STOPS WORKING. And we must have a 
widely deployable version in two months. Debugged and tested. Derek 
said well then i would say it behooves you to do 
ASAP - unless you forever want a fork - as if you deploy you will NEVER get back 
to our cvs - as you will never be able to 'stop' adding features to sync up. 
Again im not saying you must do this, or even necessarily that you should do 
this - that is up to you - just be forewarned we wont take patches created from a 
cvs other than our own. Marcos did not think there was actually much 
difference in functionality. Federico agreed - there's 
not actually that much more that we need... just now, a few UI things, and 
then we can rest. Derek warned that the forthcoming changes to the GNUe 
Forms Definition format (.gfd) in version 0.5.0 would make papo's CVS 
incompatiable going forward without MAJOR work on 
your tree.","2003-01-01","63"
"2084","891","7","Marcos noted that there were some changes in papo's CVS that 
won't get into gnue ever. and we know that. 
Derek said for somethings like that if one off deals 
you could treat like patches to the Linux kernel, 
where its a 'mini fork' for specific 
functionality. Federico agreed, but said that the bigger issue was 
We have stuff we need, and that GNUe wants but 
does not yet have in HEAD. Marcos said that, as papo had several 
devlopers, they would still want to have a CVS even if just for version 
control on their own patches.","2003-01-01","63"
"2085","891","8","Federico fully appreciated Derek's point about ideally merging CVS before 
papo did a wider release, but it's a financing 
thing - if we get a solution that *works* 
by march, we get the funding we need to continue work, and that work goes 
according to *our* schedule. Derek could relate to that, but warned 
if you dont make papo tree like 0.5.0 it will be 
an utter bitch for you to back port any new functionality we put in. 
He appreciated that papo have always been more 
than eager to share their improvements, i want to make it abundantly clear 
the gripe is not that they want to fork gnue and not give back - its more 
that applying patches is utter hell, because they are created off a cvs tree 
other than our own and in masse. Federico said that the funding 
situation means that we *will* do some shit 
twice, which we could have gotten right the first time. But if doing so will 
cost us our release date, we won't even get to the point where we can get it 
right once. Derek agreed - the question 
is does it outweigh what it will cost you to merge the other stuff over 
later? Once all of the papo patches from November had been applied, 
our cvs head after those patches might not be all 
that radiacally different feature wise - anywho its up to you guys to decide 
whats best for you. Federico said that papo's clients were not that 
used to software development cycles - they were 
Sustainable development organizations, 
mostly. - They have great trust in us, 
and we do all in our power to keep that trust.","2003-01-01","63"
"2086","892","1","Further to 
, 
Mike Vincent (Vee2d2) said he had been 
thinking about the SKU thing.. I can imagine 3 ways to organize a
Stock Keeping Unit (SKU) - 1) 
Simple serialized number which is N digits long. 2) A number with N 
segments one or more of which are a serialized number and one or more are 
derived from predefined lookup tables and 3) a segmented number completely 
derived from lookup tables. Segments could either have 
a predefined padded length or be 
delimited with or without a contraint on 
their length/scope. If there 
was a way to configure how a SKU were established, then you could use that 
information to create your forms to manipulate them based on that 
configuration. This meta-data could be queried to build the 
form according to the data extrapolated. 
Descriptions would be labels, if the segment was a lookup a dropdown could 
be created, etc..","2003-01-03","63"
"2087","892","2","Derek Neighbors (derek) said the way i planned 
on doing it was drop downs and triggers - you selected the 'categories' or 
such that generate the numbers. He added i 
really think making a dynamic form is a bad solution - at least in the gnue 
world. Maybe for gnue proper - but getting sku numbers that complex in gnue-sb 
i think is over kill. The main requirement for his clients was to be 
able to generate new SKU for new items using pre-existing categories from 
drop-down lists, but also use SKUs that did not fit the standard pattern - 
i.e. the sku# is a free form field - but you can 
use the categories to generate a number. His users would typically have 
three levels of category. Mike said that, with too many segments, this 
could would create very large numbers and very 
large numbers are hard to manage outside of the computer. 
However, as if I were a consultant this could be a 
bonus to be able to adapt to a running system rather than expect a migration if 
things didnt fit. His numbers are completely 
derived from lookup tables and are in 5 segments/categories.","2003-01-03","63"
"2088","893","1","Marcos Dione (StyXman) asked how should 
I use the .04to0.5 conversor? Dmitry Sorokin (ra3vat) said 
run it with your form as param - old form 
will be saved with <name>-PRE050 name. The conversion
routine, which was designed to convert GNUe Form Definitions (.gfd) 
from the format used in version 0.4.x and earlier to the new format 
that split the logic and the display, was not completely automatic, 
but in most cases mine worked. 
Marcos said ok, I'll finish the file by 
hand. Later, Jason Cater explained that the syntax for the 
conversion script was gfd04to05.py 
<source.gfd> [<destination.gfd>] - if you specify 
two names on the command line, then the second one is the output name 
and the first one is left unchanged - if you only specify one form, 
then the original is renamed and the new one is created in its 
place.","2003-01-03","63"
"2089","893","2","Earlier, Marcos reported various errors trying to run a converted 
form, most of which seemed to be caused by the convertor putting 
all my buttons in the logic part. 
This was a very simple form, just with a few buttons. He 
wondered if this was the problem - can a 
form have no logic? Jason asked 
do you have a <button> as a child of 
a <block> ??. Marcos said this was true of 
all the buttons. Jason said that 
the conversion script was not accounting for 
buttons in blocks. Marcos confessed we 
have more complicated things like that. boxes inside boxes inside blocks 
and so on. would that be 'wrong'? Jason said 
well, the converter won't support it - nor 
will the CVS head version of GNUe Forms - 
I'm not sure what it will do.","2003-01-03","63"
"2090","893","3","Dmitry and Marcos concluded that the new format .gfds always had to 
have a <logic> section - at a minimum, this had to contain a 
<block> tag to specify which datasource to use. The conversion 
script would fail with very simple forms that had no datasource, but 
converted forms could then be made to work by manually adding a dummy 
datasource - Marcos noted that tmpDataSource 
is valid.","2003-01-03","63"
"2091","893","4","Marcos asked about containers for widgets. Jason said 
we haven't implemented containers yet - in 
the old version or the new - with the exception of a 
<page>. Marcos said I sent a 
patch for that one a looong time ago and it almos got in, but it was 
disabled for 0.4.0 release, AFAIK. Jason explained 
it broke a lot of existing forms - when 
applying I thought it was backward compatable - but I haven't had time 
to correct it. He thought we are 
leaning to not having a dual function <box> tag, but an actual 
container tag of sorts - but I'm not 100% sure what we want to do there 
yet.","2003-01-03","63"
"2092","893","5","Dmitry asked where should trigger be tied 
to field tag in logic or entry tag in layout? what's the difference if 
both ways are possible? Jason said there's 
not a 1:1 relationship between a field (logic) and an entry (layout)... 
there's a 1:many. most of the time you'd probably want to do a <field> 
trigger. He confirmed that on-change triggers should exist for 
field tags, as for entry tags.","2003-01-03","63"
"2093","894","1","Marcos Dione (StyXman) asked Dmitry Sorokin (ra3vat) whether he knew what 
was the supposed semantics for the different masks (display, input, format). 
Marcos needed them to show just a few decimal but 
keeping all the decimals internally. James Thompson (jamest) was 
afraid that's up in the air right now IIRC. 
Marcos said he just want to know if I should 
implement displaymask or format mask. and what will be the use in thew 
future. James thought there is
already work done on format masks, it's already in the code base but not 
in use IIRC. Marcos raised another question: 
ok, let's do the question in a better way (I 
hope): what are display, input and format mask for? Especially, the
difference between display and format? Input seems rather clear. 
James noted that his answer came only from memory: 
fields can display differently when you edit 
them vs when you're not in them. The best place to see this is in a date 
field, as IIRC it's the furthest along. When you enter the field, 
2003/01/06 may be displayed for editing. When you exit it may flip to 
read ""Monday, Jan. 6th 2003"". I _think_ display is non editing and format 
is editing, but again, I'm not sure. Marcos replied - 
it sounds to me, but I may be wrong, that display 
is for showing (Mon, Jan 6th 2003), input for input (2003/01/06), and format 
for internal representation (20030106) and James, on the whole, agreed: 
that could very well be. I think that 2 of the 3 
are in use and the 3rd one is pending proper setup of the format definition. 
The best source of info on this would be jason. Mike Vincent 
(Vee2d2) noted that there's a bit of information 
in the forms dev guide (.5) pg 24.. but the only thing documented is 
datetime.","2003-01-05","63"
"2094","894","2","Later, Marcos caught Jason Cater (jcater) and he answered immediately: 
masks don't work. That's part of
0.5. However, Marcos was also interested what 
are they exactly for. I mean, de dev-guide talks about display and input masks, 
what is format for? Jason was still wondering if GNUe needed the 
""format"" mask. Input mask --> when field is in input 
mode, the mask used to validated/let the user enter the value, display mask 
--> how the field is displayed when user is not editing it, format mask 
--> (if there's a need) how the field is actually stored in the 
database.","2003-01-05","63"
"2095","895","1","Dmitry Sorokin (ra3vat) enquired is it possible 
to do something like colspan in reports? (in general, in native xml 
report format). James Thompson (jamest) offered using 
simple tabulation, just put in empty column defs
<out:col/>. Dmitry was trying to do 
simple text output that fit with 80 chars screen to be send by
email. It'd be great to split one output db row on two rows in report ans span 
wide cells if needed. James thought that 
with a little effort you might be able to get a trigger to 
do it, but the trigger support in reports is functional bu not complete. I would 
think some type of post-change trigger on a field that split the data and stored 
in 2 non-bound fields would do it. Dmitry asked 
how to reach different report objects from report 
trigger? James said that they should be able 
to be referenced by name report.fieldName. There were no examples 
on this as of time of writing, because it seems that no one had used triggers in 
reports. James expected to write an example sometime later the same week.","2003-01-05","63"
"2096","896","1","James Thompson (jamest) spoke about a practical use of GNUe Reports
from his own organisation -  i took 
some sample code jason wrote for Oracle Reports/zope/php and reworked 
using GNUe Reports/Zope(with ZShellScripts).
It takes an RTF template of an invoice, merges it against data in the 
rdbms,  and pumps out a pdf file via a web site so customers can lookup 
past invoices. what's cool is if the people this is for use it for 
initialy printing their snail mail invoices then they will be the exact 
same as the pdf.","2003-01-05","63"
"2097","897","1","Dan Bethe (dtm) reported a possible lead for someone looking 
to move to Bayonne on a totally shoestring budget.  
probably can't even afford new hardware, still using ISA phone cards 
;). Bayonne now had a demo mode that could run on an ordinary 
sound card so you can test your bayonne 
apps. Daniel Baumann (chillywilly) suggested 
do you call up custumers and yell, 
""show me the money!!!"" - cause that would be the cool way to collect 
on accounts payable ;). Dmitry Sorokin (ra3vat) asked 
what will be lost in that ""testing"" mode - 
/me owns a coulpe of sound cards and a heap of old soldering parts 
too. Dan said it can't make 
phone calls obviously - you can just listen, and the software will 
function. as it can be very expensive or difficult to test on live 
equipment like a T1. Dmitry felt that might not necessarily 
be the case - we have to find one 2400 
modem to make a phone call. Dan confirmed that, for a basic 
but useful Bayonne installation, your 2400 bps 
modem can be your call center - as long as it could 
do voice ;). John Lenton (Chipaca) 
asked what exactly can bayonne do? is it 
just a call center thing? or is it anything else? Dan 
pointed to the 
website, suggesting go ahead and take a 
look - it's the best IVR on the planet! Think of it as the apache of 
telephony - takes virtually any type of telephony device and turns it 
into a call center, an IVR, voicemail server, etc. John asked 
whether IVR is an interactive voice 
racoon? After a series of various racoon jokes, Dan explained 
IVR == interactive voice response - i.e. a menu 
with prompts and often voicemail - ""thank you for calling XXX.  press 
1 for sales, 2 for collections, and 3 to troutslap chilly"". 
Daniel Baumann (chillywilly) urged everyone to 
pick 3! pick 3!.","2003-01-06","63"
"2098","898","1","Reinhard Müller (reinhard) announced that the 
new Appserver API is fully implemented - 
we now need - * somebody who makes the RPC around this work - * a 
dbdriver for forms that uses the new api. Actually, 
it means that most of the api calls in 
usual cases have a result that is very close to what it should be 
;-) - but it should be enough to build upon.","2003-01-06","63"
"2099","899","1","Anthony Lenton (aa_) queried an entry in the XML DTD for GNUe Forms, which 
did not seem to work when he tried it. He was using the latest CVS version. 
Jason Cater (jcater) said in cvs, the gfd format is 
changing somewhat - I guess the DTD needs to be regenerated. He 
explained we have moved the layout management to use a 
separate namespace - this is so we can migrate to supporting multiple layout 
mechanisms w/in the same form i.e., absolute positioning, grid layout, gridbag, 
etc. I think the ""creating your first form"" chapter in that pdf shows this - 
but because the layout stuff (x,y,width, height) is now in a separate 
namespace a separate dtd would be needed.","2003-01-07","63"
"2100","899","2","Anthony read the Developers' Guide, with details of the new format, and 
typed in the sample, which he could not get to work. 
It exits with ' Entry references non-existent 
field 'zipcode' I set up the db as is suggested.  The field really honestly 
does exist. Dmitry Sorokin (ra3vat) suggested 
start with more simple example that does not 
require db. Anthony tried to remove all 
entries from the same example. It exited with 'There are no navigable widgets 
in this form.  Unable to display. Later, Derek Neighbors (revDeke) 
confirmed this error message was as expected - a form had to have at least 
one entry field, but not necessarily tied to a database. John Lenton (Chipaca) 
confirmed that Anthony's connections.conf settings were correct, 
and with --debug-level it says it's reading the right 
connections.conf.","2003-01-07","63"
"2101","899","3","Dmitry suggested if desingner is not broken 
you can easily build a simple form with wizard - and wizard will allow you 
explore your conncetions.conf file (choose datasource or db) and db tables 
when choosing particular columns. Anthony reported that the 
Designer seemed to work fine, but the Run-Form menu option from within 
Designer bombed out. Dmitry suggested saving the form, and running it 
from GNUe Forms directly. Derek said have you 
confirmed that forms works at all? If not, please run samples/intro/intro.gfd 
first to confirm that it functions properly - if it does then lets get a 
database form working. Anthony confirmed that 
ok! intro.gfd works fine - i'll take a look at 
how that works and move on from there. Derek explained that 
there is a HUGE jump from non datasource to 
datasource forms - and fortunately or unfortunately a lot can go wrong with 
datasource forms that have NOTHING to do with gnue - i.e. database or database 
driver misconfiguration - so we like to use a dataless form to get a 'quick' 
view of whether forms itself is working.","2003-01-07","63"
"2102","900","1","Further to 
, 
Nicholas Lee (esands) said he had almost 
given up on trying to hack better currency handling into sql-ledger. 
SL's code is not as bad as nola though. I thought I had a simple 
method... Peter Sullivan (psu) confessed that 
I still haven;t really looked at your 
e-mail on this. Nicholas said he thought he had
a solution to that problem. Soln based on 
implicit information contained within the source currency GL account. 
This gives you at least a 2nd ratio for the currency exchange rates 
to set up the two tuples to the base currency to represent the 
transaction. The only corner case, being if their are no source currency 
transactions.  Or no destn currency transaction.  Then user interaction 
would be required, and probably expected to get a correct answer.
Peter thought that this sounds like 
Euro-style triangulation (well, sorta).","2003-01-09","64"
"2103","901","1","Anthony Lenton (aa_) was trying to pass papo's 
forms from (something close to, and very much touched up) 0.4 to a (cvs version 
close to) 0.5; buttons don't parse, exiting with a 'I do not recognize
the ""trigger"" attribute' error. He couldn't find anything resembling triggers 
in GFParser.py and asked
on irc. Jason Cater (jcater) explained that Buttons now 
have an ""On-Action"" trigger, that was described in 

http://mail.gnu.org/archive/html/gnue/2002-11/msg00047.html. On the whole, 
trigger syntax has not changed, the only difference is 
that buttons now have proper triggers, instead of a trigger=""<named trigger>"" 
attribute, but an actual <trigger> hasn't changed.","2003-01-09","64"
"2104","901","2"," Anthony said that the mail did not say
anything about foreign_key_* attributes. Jason said that these had been changed 
to fk_source, fk_key and fk_description - fk_source is 
the datasource to use, fk_key is the ""key"" field in the source table (i.e., the 
field that will be copied over when the user selects something), fk_description 
is the field that will be displayed for the user. All the fk_* refer to a 
separate datasource/table, than the one containing <field> tag, i.e., if I 
have a lookup table:


-colors
1red
2blue
3green


then I could create a <datasource table=""colors"" name = ""dtsColors"" .../>, 
the field that wants to use that reference table would look like: <field 
name=""..."" field=""..."" fk_source=""dtsColors"" fk_key=""id"" 
fk_description=""color""/>, well, assuming the 1,2,3 in the colors table are 
the ""id"" field and red, blue, green are the ""color"" field.","2003-01-09","64"
"2105","902","1","André Esteves  (aife) asked whether the GNUe packages would be just 
American-orientated or would be localised for different countries. 
Dmitry Sorokin (ra3vat) said we have 
developers from all around the world - but packages are not yet 
ready. However, André thought it was 
excelent that you have planned gnue with 
""planet""-independence and vendor independence. He explained 
There are standar accounting practises that 
depend on the country you are on. How are you planning to adress that 
question? custom reports, custom ways of referencing accounts (of defining 
accounts). Dmitry said that Russian accounting practice was 
actually fairly similar to American. André said that 
in continental europe, the accounting system 
is defined by law (firstly by an european directive wich is tranlated to 
law in each eec country) - in anglosaxon countries i believe it is the 
accounting association that defines the standards. He noted 
in portugal for you to offer some kind of 
accounting program you have to certify it whith the government.","2003-01-09","64"
"2106","902","2","He noted that other accounting packages provided 
a logical framework for business anywhere 
in the world. then in each country they localise it, they prepare a special 
module that enables the software to report and show data as in acordance 
to local standards. Jason Cater (jcater) said 
I would think that is our goal, but 
this was dependant on someone with intimate 
knowledge of that country volunteering - 
I honestly see that as a great role for 
consultants, especially individual 
consultants/developers. But until someone 
w/intimate knowledge of portugal (for example) joins the GNUe crusade, I 
doubt you would see the needed modules/support - 
of course they wouldn't be alone in their work - 
all of gnue would help them.","2003-01-09","64"
"2107","903","1","André Esteves (aife) asked if there were any 
plans for a kde client? Jason Cater (jcater) said 
yes, we would like a native QT driver as 
both he and James Thompson (jamest) are KDE fans 
:) André asked if this would use pyQT. Jason said 
PyQT provides everything we need - we've looked into 
it and it's on our todo list (0.7.x iirc) - but we've just had other pressing 
things - as it is usable under KDE. You just have to run it w/the GTK driver - 
not ideal, definitely - but not a showstopper either - 
a native curses client was more pressing for us.
aife asked about corba. Jason explained that Forms did not care 
whether talking directly to a database, or using an 
XMLRPC or CORBA-based middleware - forms is independent from the app server - 
all of our tools work independently. There were packages for GNUe in 
the Debian unstable distribution, but I would just 
check out cvs - we have a script that installs it into your home directory
that is easily removable. Just to see where we stand though - the 0.4.x branch 
(latest stable releases) .","2003-01-09","64"
"2108","903","2","André wondered why curses was a higher priority - 
i know that it would be good to use all those old 
terminals lying around (i have reused old cp/m terminals thanks to terminfo)
- but today everyone has a windowing environment. Charles Rouzer 
(Mr_You) said there are some terminals still used 
in some applications. André suggested An 
intersting app would a POS (Point of Sale) connected to Gnu-e (you could do it 
with forms? or a dedicated app would be more eficient?) Jason said 
that he was looking at that for his bookstore, as previously discussed in
.
","2003-01-09","64"
"2109","904","1","John Lenton (Chipaca) asked how it was possible to 
override conditionElements in _dbsig with 
minimum effort? Jason Cater (jcater) offered - 
well the easiest way is don't
do it and asked what John was trying to do. Chipaca said he was trying
to get like to use ILIKE in postgres because
LIKE was case-sensitive and ILIKE was not case-sensitive (that's PostgreSQL
specific, other databases, like mysql, had LIKE case-insensitive). Jason noted
that targetting one database kind of defeats the
purpose of GNUe so John answered that users
really really want searches to be case-insensible. Finally John tried to
do 'NOT ILIKE' and it worked.","2003-01-13","64"
"2110","905","1","Ariel Calò (Ariel) said he was having problems - 
i cannot load into the CVS version of 
Designer forms that have triggers. I get
an error in refillTriggerCombo(). I cannot even run the interactive debugger
because the error is before, in the init phase. The same forms run smootly 
in the CVS version of Forms. He was using a recent CVS checkout and 
had deleted his previous install and re-installed. He had the same problem with 
intro.gfd - runs well in forms, but i cannot load
it in designer. Bajusz Tamás (btami) said it works for me (intro.gfd in designer). Later, following
version checks (gfdes: 0.4.99, python: 2.2., wxPython: 2.3.2.1), Mike Vincent 
(Vee2d2) thought the errors might be because of wxPython - 
maybe
you're onto something with the wxpython version, I had 2.3.x installed here too
and it was getting used and causing me some problems (strange errors I dont
recall exactly, something about missing c++ classes or something
another).","2003-01-14","64"
"2111","906","1","David Sugar (dyfet) said he had an idea of having
the app server trigger to bayonne, because it would presumably sit on the same
server with bayonne since we don't have xmlrpc yet. Jason Cater (jcater)
noticed that the only advantage of having appserver do
it is if the appserver and bayonne server are on same system, of course it will
probably be much easier to get an xmlrpc setup for bayonne. Jason
offered for David we need to get you guys hooked up
with a python module, so we can access your stuff w/in python more
easily. David agreed with that. Derek Neighbors (derek) thought it is
not necessary to use appserver to talk to bayonne
from my talking with rich, at least for most things. I think w/in 20 minutes you
could have the dialout solution done. Jason asked David how was fifo set
up. David explained - it's in
/var/run/bayonne/bayonne.ctrl, you just feed it statements, it is permission
locked against group bayonne typically. There was no documentation on what
statements could be issued, but the source for that part was very small, written in
C++. David said he had looked at how we could embed
python in bayonne... as Jason saw modules/python.","2003-01-15","64"
"2112","907","1","According to Bayonne documentation, In the 1.0 source tree, we have
chosen to support a new TCP mechanism for IPC and control. One can telnet to a running GNU Bayonne
1.0 server and manipulate it live and interactively. This new mechanism was modified so that it
could support http requests alongside interactive telenet sessions and so now GNU Bayonne can
respond to http requests directly as well.), Jason Cater (jcater) asked David Sugar
(dyfet) whether this is still valid. David explained that this was a feature of BayonneNG, 
but BayonneNG died out. There was 
going to be a new telephony driver model written by some other people under gstreamer which 
never got done by them, so we went back to bayonne ""classic"" and moved most of bayonneng 
into it. However, http monitoring was in the current Bayonne as of time of 
writing.","2003-01-16","65"
"2113","907","2","Jason was also interested whether bayonne have some sort of sandbox
driver? i.e., acts like it's doing something but isn't really? David explained there 
was a soundcard driver, uses the keyboard. Jason got a
segmentation fault on bayonne_setup. Daniel Baumann (chillywilly) mentioned: 
I am having some issues with libstdc++5. The serialecho 
program in common c++ segfaults for me. David suggested reading the install guide 
from the doc directory.","2003-01-16","65"
"2114","908","1","Further to 
, 
Ariel Calò (ariel) said he had some problems with designer, that were 
related to wx (ver. 2.3.2.1), so he upgraded to 4.0.1. However, the 
designer seems to work fine but forms crashes 
on startup. Since on the wxPython site there is only the latest version for 
download, is it possiblle to point to a 'reccomended' version and to upload a 
tarball on our site in the dependencies section? Jason Cater (jcater) 
admitted he hadn't tested against 2.4.0 yet, but promised to take a look at 
this.","2003-01-16","65"
"2115","909","1","It was asked how to define a connection in Designer. Andrew Mitchell (ajmitch) 
said ah, you need to edit connections.conf - 
/me recalls that there was even a form that could be used to hack up 
connections.conf - on windows, at least. Daniel Baumann (chillywilly) 
said set provider t the driver you want to use. 
for postgres... I would use psycopg. Then host is the host the db server is 
running on - the dbname set to the name of the database - that's about 
it. He modified his connections.conf just using a text editor - he 
had not seen the form Andrew mentioned. Andrew also suggested 
you may want to copy 
/etc/gnue/sample.connections.conf to the connections.conf :) as a 
starter.","2003-01-18","65"
"2116","910","1","Bajusz Tamás (btami) asked for a bit of help in forms - he was 
fixing ""Entry Field Width Not Accurate"" 
bug (DCL #28) - if the width of 
the field is =1, is the all shape of typed character viewable? - 
but was not sure whether this was a general bug or just for him. Later, 
Dmitry Sorokin (ra3vat) confirmed - i 
started one form with entry having width 1, the place is too short to 
see anything there. After some fixes things got better. Tamás
thought the problem is that item.Width 
is calculated as width of 1 char(reported by wx) * entry width, but wx 
uses some space before and after in the wxTextCtrl","2003-01-20","65"
"2117","910","2","Tamás tried to run forms on WindowsXP and, additionally to 
existing problem that python interpreter that 
is called for thigger performing does not know about our i18n tricks at 
all, so if you have ascii in site.py and put something non-ascii in 
trigger code (even in comments) the form will fail, another 
problem appeared: UnicodeError: 
Latin-1 encoding error: ordinal not in range(256). Tamás 
said that it works if i set 
formFontEncodig to xxx-2 (its my hu), but the default value 
(xxx-1) conflicts with current system value (xxx-2).","2003-01-20","65"
"2118","911","1","John Lenton (Chipaca) said there was a slight 
misrepresentation in
. 
He had got 'like' GCondition working via 
ILIKE on postgres, and was wondering if NOT ILIKE made any sense. 
Obviously it does, so I did that one too. All I had to do in the end, 
to get the like -> ILIKE thing, is copy the condition name -> sql dict 
into _pgsql. For some reason the first time I tried it it didn't work 
(where that 'some reason' is that I copied the dict in odbc which is 
incomplete), but with the right dict it works fine :)","2003-01-20","65"
"2119","912","1","Bajusz Tamás (btami) asked is there 
any relation between blocks and pages in the new GNUe Forms 
Definition (.gfd) format, which split logic and layout - as discussed in 

Jason Cater confirmed no - blocks can span 
multiple pages - and there can be multiple blocks per page. Note that 
the former isn't well tested yet. Tamás confirmed that this 
meant there was no need for 2 blocks in 
intro.gfd, the basic sample/demo form. However, using the 
PageDown/PageUp key to move between tabs no longer worked - 
we have PgDn/PgUp for blocks, and nothing 
for pages - anyhow, i think we need som keys for changing pages, if 
there is only one block.","2003-01-20","65"
"2120","913","1","Andrew Mitchell (ajmitch) asked how do 
i resize a form in cvs designer? Bajusz Tamás (btami) said 
you can't. Andrew suggested 
unless i edit the generated xml in 
a text editor. Tamás noted the layout's 
width/height are missing from property inspector tab. Jason Cater
(jcater) said the height and width are on the 
<layout> tag now but admitted one 
of my near-term goals is to get a better way to resize a form - /me 
is thinking of making the edge of the grid draggable. Andrew 
thought this would be nice.","2003-01-20","65"
"2121","914","1","Derek Neighbors (derek) asked anyone know 
if there is an ms access driver for linux? - er nevermind i suppose windows 
woudl be sufficient. Dmitry Sorokin (ra3vat) said 
there is 
mdbtools project - 
not sure it is what you need. 
Jason Cater (jcater) felt that /dev/null would be 
the best place for that mdb. Derek explained 
i would like an access driver (even if windows 
only) so that one could point gsd tool to it and have a
GNUe Schema Definition (.gsd) file created which 
they can create a postgres table from.
He realised i can do this today (and move 
data) with pgadmin II - but i would rather have a GNUe way to do this - 
as there are lots of things i dont like about pgadmin II. Jason 
noted that mdbtools looked promising - if it 
includes a library (and not just a stand-alone program) - we can probably 
swig it.","2003-01-20","65"
"2122","915","1","Ryan Fox (larsu) came in to see what 
gnue's current state with nola/acclite was, as previously 
discussed in 
. 
the reason i'm asking is that 
I came across a project called OSSuite
that has taken nola and made the web interface prettier, and i think wrote 
some back-end code too.  anyhow, the project seems to have some parallels to 
gnue. Andrew Mitchell (ajmitch) noted i 
haven't heard much of nola/acclite/gnue-sb's status lately, you'll need to 
wait for derek or jcater to be up & about. Ryan said that 
OSSuite had ended up running a cvs for their 
changes to nola as well.  I mentioned gnue and it's evaluation of nola with 
a project guy with ossuite, and got him interested in talking to gnue about 
collaborating on all those changes.","2003-01-21","65"
"2123","916","1","Derek Neighbors (revDeke) noted that a new 
dcl 0.9 is out. He asked Jeff Bailey (jbailey) 
if you can grab the tarball and package for 
debian and get in sid it would be great. Jeff asked 
Are you planning a quick string of releases?
I want to do a bunch of changes to the Debian packaging 
to add the ability to setup the site automatically 
in apache.. Derek said we had a few 
features we planned for 0.9.1 - so i see at least an 0.9.1 coming - 
maybe a 0.9.1 and 0.9.2.","2003-01-23","66"
"2124","916","2","Andrew Mitchell (ajmitch) asked why is dcl 
still on sourceforge? Derek said we will 
get it off sourceforge soon enough - in due time. DCL would eventually
be set up as a project on savannah (GNU's free fork of sourceforge) but 
im not ready to create one yet - ultimately it 
would be nice to have dcl part of gnue i think instead of a 'separate' project
- but thats a different dicussion.","2003-01-23","66"
"2125","916","3","Daniel Baumann (chillywilly) asked what another 
subdir nder gnue dir? Andrew felt another 
module would be nice. Peter Sullivan (psu) said that he thought the 
GNUe project was in 2 minds on modules - 
as one way of re-organising to fit better on savannah would be to split the 
repository & have seperate projects for forms, reports, appserver etc. 
Daniel agreed - and then a gnue-all or gnue module 
that combine them all. Peter saud this would make 
who-does-what & security easier - but at 
possible cost of loss of co-ordination. Daniel did not think so, as 
most developers would checkout gnue[-all] - 
this is how several projects do it - like gstreamer 
for instance.","2003-01-23","66"
"2126","917","1","Bajusz Tamás (btami) asked people to test 
the latest CVS a bit, i'v introduced ""textEncoding"" into [common] in gnue.conf
instead of formFontEncoding, as previously discussed in 
. 
This would allow all of the GNUe tools, not just 
Forms, to use international character sets. Arturas Kriukovas
(Arturas) reported it refused 
to work (tried to hit me with errors and tracebacks) with default 
textEncoding value (iso8859-1), but when i changed it to my native encoding 
(iso8859-13) it worked just fine. Tamás thought 
i think some more error checking is needed in 
GBaseApp.py - todo: if encoding of *.po is different from default 
(iso8859-1) msg to user to change textEncoding in gnue.conf. 
Dmitry Sorokin (ra3vat) said encoding in .po 
is separate thing - my changes was done for that - to have one .po file to 
two platform with different default encoding (and encoding in 
gnue.conf) Tamás noted that it did not matter if the encodings 
were different, as long as they did not actually conflict.","2003-01-27","66"
"2127","918","1","Further to 

Andrew Mitchell (ajmitch) explained that gadfly was a 
simple 'database', done in python, can't 
recall if it requires python modules or not - supports a decent subset 
of SQL - tables stored separately in it's own format, afaik.
It was standalone - it could either run as a seperate process or (more 
normally) as a library. He can't recall 
what state the GNUe driver is in, if you're wanting to use that. 
Perry Lorier (Isomer) said he was trying to find a very simple database 
for a friend who wanted to write a program to 
keep track of marks for a course at university - postgreSQL or 
MySQL would be overkill for something like this. Andrew agreed -
that's one reason why i looked at gadfly
- the other was that it was there :)","2003-01-27","66"
